"cond","SID","survey_name","item","value"
"self","s184","sharing_broad","7_sharing_broad","69"
"other","s185","sharing_broad","7_sharing_broad","0"
"self","s186","sharing_broad","7_sharing_broad","68"
"self","s187","sharing_broad","7_sharing_broad","0"
"other","s189","sharing_broad","7_sharing_broad","0"
"other","s191","sharing_broad","7_sharing_broad","0"
"self","s192","sharing_broad","7_sharing_broad","61"
"self","s193","sharing_broad","7_sharing_broad","41"
"self","s194","sharing_broad","7_sharing_broad","6"
"self","s195","sharing_broad","7_sharing_broad","1"
"self","s196","sharing_broad","7_sharing_broad","70"
"other","s197","sharing_broad","7_sharing_broad","1"
"self","s198","sharing_broad","7_sharing_broad","90"
"self","s200","sharing_broad","7_sharing_broad","86"
"other","s201","sharing_broad","7_sharing_broad","6"
"self","s202","sharing_broad","7_sharing_broad","77"
"other","s204","sharing_broad","7_sharing_broad","13"
"other","s205","sharing_broad","7_sharing_broad","7"
"other","s206","sharing_broad","7_sharing_broad","90"
"self","s207","sharing_broad","7_sharing_broad","48"
"self","s208","sharing_broad","7_sharing_broad","78"
"other","s210","sharing_broad","7_sharing_broad","1"
"self","s211","sharing_broad","7_sharing_broad","0"
"self","s212","sharing_broad","7_sharing_broad","58"
"other","s214","sharing_broad","7_sharing_broad","84"
"other","s215","sharing_broad","7_sharing_broad","75"
"other","s216","sharing_broad","7_sharing_broad","2"
"self","s217","sharing_broad","7_sharing_broad","0"
"other","s218","sharing_broad","7_sharing_broad","38"
"self","s219","sharing_broad","7_sharing_broad","1"
"other","s222","sharing_broad","7_sharing_broad","49"
"self","s223","sharing_broad","7_sharing_broad","26"
"self","s224","sharing_broad","7_sharing_broad","0"
"other","s227","sharing_broad","7_sharing_broad","97"
"self","s230","sharing_broad","7_sharing_broad","13"
"self","s234","sharing_broad","7_sharing_broad","28"
"other","s235","sharing_broad","7_sharing_broad","75"
"other","s236","sharing_broad","7_sharing_broad","47"
"self","s237","sharing_broad","7_sharing_broad","61"
"self","s242","sharing_broad","7_sharing_broad","74"
"self","s243","sharing_broad","7_sharing_broad","83"
"other","s246","sharing_broad","7_sharing_broad","0"
"self","s248","sharing_broad","7_sharing_broad","83"
"other","s249","sharing_broad","7_sharing_broad","38"
"self","s250","sharing_broad","7_sharing_broad","88"
"other","s251","sharing_broad","7_sharing_broad","0"
"other","s255","sharing_broad","7_sharing_broad","0"
"other","s257","sharing_broad","7_sharing_broad","60"
"self","s258","sharing_broad","7_sharing_broad","85"
"other","s259","sharing_broad","7_sharing_broad","82"
"self","s260","sharing_broad","7_sharing_broad","7"
"other","s261","sharing_broad","7_sharing_broad","0"
"self","s262","sharing_broad","7_sharing_broad","50"
"other","s265","sharing_broad","7_sharing_broad","37"
"self","s268","sharing_broad","7_sharing_broad","100"
"other","s270","sharing_broad","7_sharing_broad","95"
"self","s273","sharing_broad","7_sharing_broad","80"
"other","s274","sharing_broad","7_sharing_broad","81"
"other","s275","sharing_broad","7_sharing_broad","40"
"self","s276","sharing_broad","7_sharing_broad","82"
"self","s277","sharing_broad","7_sharing_broad","96"
"self","s278","sharing_broad","7_sharing_broad","50"
"other","s279","sharing_broad","7_sharing_broad","100"
"self","s280","sharing_broad","7_sharing_broad","50"
"self","s281","sharing_broad","7_sharing_broad","10"
"other","s283","sharing_broad","7_sharing_broad","34"
"self","s287","sharing_broad","7_sharing_broad","7"
"self","s288","sharing_broad","7_sharing_broad","1"
"other","s292","sharing_broad","7_sharing_broad","1"
"other","s294","sharing_broad","7_sharing_broad","100"
"other","s295","sharing_broad","7_sharing_broad","22"
"self","s297","sharing_broad","7_sharing_broad","65"
"other","s299","sharing_broad","7_sharing_broad","100"
"other","s300","sharing_broad","7_sharing_broad","100"
"self","s301","sharing_broad","7_sharing_broad","1"
"other","s303","sharing_broad","7_sharing_broad","71"
"self","s305","sharing_broad","7_sharing_broad","0"
"other","s307","sharing_broad","7_sharing_broad","85"
"self","s308","sharing_broad","7_sharing_broad","85"
"self","s311","sharing_broad","7_sharing_broad","3"
"self","s313","sharing_broad","7_sharing_broad","3"
"self","s314","sharing_broad","7_sharing_broad","82"
"other","s316","sharing_broad","7_sharing_broad","1"
"self","s318","sharing_broad","7_sharing_broad","0"
"self","s319","sharing_broad","7_sharing_broad","92"
"self","s320","sharing_broad","7_sharing_broad","83"
"self","s321","sharing_broad","7_sharing_broad","89"
"other","s322","sharing_broad","7_sharing_broad","28"
"self","s324","sharing_broad","7_sharing_broad","3"
"other","s326","sharing_broad","7_sharing_broad","86"
"other","s327","sharing_broad","7_sharing_broad","68"
"other","s328","sharing_broad","7_sharing_broad","30"
"other","s329","sharing_broad","7_sharing_broad","0"
"self","s330","sharing_broad","7_sharing_broad","100"
"self","s331","sharing_broad","7_sharing_broad","50"
"other","s335","sharing_broad","7_sharing_broad","62"
"self","s337","sharing_broad","7_sharing_broad","0"
"other","s338","sharing_broad","7_sharing_broad","13"
"other","s344","sharing_broad","7_sharing_broad","75"
"self","s345","sharing_broad","7_sharing_broad","12"
"other","s348","sharing_broad","7_sharing_broad","78"
"other","s349","sharing_broad","7_sharing_broad","21"
"other","s352","sharing_broad","7_sharing_broad","93"
"other","s353","sharing_broad","7_sharing_broad","50"
"self","s358","sharing_broad","7_sharing_broad","34"
"self","s360","sharing_broad","7_sharing_broad","85"
"other","s361","sharing_broad","7_sharing_broad","0"
"other","s363","sharing_broad","7_sharing_broad","0"
"other","s364","sharing_broad","7_sharing_broad","74"
"self","s368","sharing_broad","7_sharing_broad","88"
"self","s371","sharing_broad","7_sharing_broad","0"
"other","s372","sharing_broad","7_sharing_broad","65"
"self","s373","sharing_broad","7_sharing_broad","52"
"self","s375","sharing_broad","7_sharing_broad","75"
"other","s380","sharing_broad","7_sharing_broad","52"
"other","s386","sharing_broad","7_sharing_broad","94"
"self","s387","sharing_broad","7_sharing_broad","0"
"other","s390","sharing_broad","7_sharing_broad","75"
"self","s394","sharing_broad","7_sharing_broad","64"
"other","s395","sharing_broad","7_sharing_broad","87"
"other","s396","sharing_broad","7_sharing_broad","100"
"other","s399","sharing_broad","7_sharing_broad","47"
"other","s400","sharing_broad","7_sharing_broad","82"
"self","s401","sharing_broad","7_sharing_broad","87"
"self","s402","sharing_broad","7_sharing_broad","94"
"other","s403","sharing_broad","7_sharing_broad","16"
"other","s406","sharing_broad","7_sharing_broad","13"
"self","s411","sharing_broad","7_sharing_broad","65"
"self","s412","sharing_broad","7_sharing_broad","46"
"self","s414","sharing_broad","7_sharing_broad","67"
"self","s415","sharing_broad","7_sharing_broad","51"
"self","s418","sharing_broad","7_sharing_broad","38"
"self","s419","sharing_broad","7_sharing_broad","13"
"other","s420","sharing_broad","7_sharing_broad","96"
"self","s421","sharing_broad","7_sharing_broad","87"
"self","s422","sharing_broad","7_sharing_broad","0"
"other","s423","sharing_broad","7_sharing_broad","24"
"self","s425","sharing_broad","7_sharing_broad","62"
"self","s432","sharing_broad","7_sharing_broad","14"
"self","s434","sharing_broad","7_sharing_broad","41"
"other","s435","sharing_broad","7_sharing_broad","100"
"other","s436","sharing_broad","7_sharing_broad","86"
"self","s437","sharing_broad","7_sharing_broad","68"
"self","s439","sharing_broad","7_sharing_broad","13"
"other","s442","sharing_broad","7_sharing_broad","52"
"self","s444","sharing_broad","7_sharing_broad","15"
"self","s445","sharing_broad","7_sharing_broad","86"
"self","s446","sharing_broad","7_sharing_broad","59"
"other","s448","sharing_broad","7_sharing_broad","51"
"self","s449","sharing_broad","7_sharing_broad","86"
"self","s450","sharing_broad","7_sharing_broad","0"
"other","s453","sharing_broad","7_sharing_broad","48"
"other","s454","sharing_broad","7_sharing_broad","64"
"self","s456","sharing_broad","7_sharing_broad","84"
"self","s457","sharing_broad","7_sharing_broad","27"
"other","s460","sharing_broad","7_sharing_broad","62"
"other","s462","sharing_broad","7_sharing_broad","58"
"other","s463","sharing_broad","7_sharing_broad","49"
"other","s466","sharing_broad","7_sharing_broad","31"
"other","s467","sharing_broad","7_sharing_broad","81"
"other","s470","sharing_broad","7_sharing_broad","13"
"self","s471","sharing_broad","7_sharing_broad","0"
"other","s473","sharing_broad","7_sharing_broad","47"
"self","s475","sharing_broad","7_sharing_broad","79"
"self","s478","sharing_broad","7_sharing_broad","98"
"other","s479","sharing_broad","7_sharing_broad","95"
"self","s481","sharing_broad","7_sharing_broad","40"
"self","s482","sharing_broad","7_sharing_broad","40"
"self","s483","sharing_broad","7_sharing_broad","0"
"other","s485","sharing_broad","7_sharing_broad","14"
"self","s487","sharing_broad","7_sharing_broad","67"
"other","s488","sharing_broad","7_sharing_broad","96"
"self","s490","sharing_broad","7_sharing_broad","50"
"other","s492","sharing_broad","7_sharing_broad","48"
"self","s493","sharing_broad","7_sharing_broad","19"
"other","s494","sharing_broad","7_sharing_broad","77"
"other","s495","sharing_broad","7_sharing_broad","0"
"self","s496","sharing_broad","7_sharing_broad","77"
"other","s497","sharing_broad","7_sharing_broad","50"
"other","s498","sharing_broad","7_sharing_broad","96"
"self","s499","sharing_broad","7_sharing_broad","77"
"other","s502","sharing_broad","7_sharing_broad","36"
"self","s504","sharing_broad","7_sharing_broad","55"
"other","s505","sharing_broad","7_sharing_broad","78"
"other","s506","sharing_broad","7_sharing_broad","79"
"self","s507","sharing_broad","7_sharing_broad","73"
"self","s512","sharing_broad","7_sharing_broad","0"
"other","s513","sharing_broad","7_sharing_broad","1"
"self","s514","sharing_broad","7_sharing_broad","1"
"self","s515","sharing_broad","7_sharing_broad","100"
"other","s516","sharing_broad","7_sharing_broad","44"
"other","s517","sharing_broad","7_sharing_broad","45"
"self","s520","sharing_broad","7_sharing_broad","71"
"self","s522","sharing_broad","7_sharing_broad","14"
"self","s526","sharing_broad","7_sharing_broad","74"
"self","s527","sharing_broad","7_sharing_broad","83"
"other","s529","sharing_broad","7_sharing_broad","61"
"self","s530","sharing_broad","7_sharing_broad","79"
"other","s531","sharing_broad","7_sharing_broad","38"
"self","s532","sharing_broad","7_sharing_broad","93"
